    station  jaargemiddelde
0   NL01485        9.164345
1   NL01487       10.050092
2   NL01488       10.110829
3   NL01489        9.422667
4   NL01491        9.555176
5   NL01494        9.997247
6   NL01495        9.346652
7   NL01496        9.938948
8   NL01912        9.549949
9   NL01913       11.284714
10  NL10131       10.367700
11  NL10136        9.280664
12  NL10138        7.605480
13  NL10230       10.128012
14  NL10240       10.584616
15  NL10241        9.178119
16  NL10247       10.562133
17  NL10248        5.168889
18  NL10404        7.381561
19  NL10418        8.873164
20  NL10444        9.274975
21  NL10448        9.656321
22  NL10449       10.522108
23  NL10450       10.536326
24  NL10538        8.112992
25  NL10636       11.236042
26  NL10641        8.471764
27  NL10643       10.440389
28  NL10644        8.210931
29  NL10738        8.830380
30  NL10741        9.672739
31  NL10742       10.004647
32  NL10821        7.384767
33  NL10934        7.173391
34  NL10937        8.037947
35  NL10938        8.232207
36  NL49007        9.591520
37  NL49012       10.888941
38  NL49014        9.650542
39  NL49016        8.386331
40  NL49017       10.530354
41  NL49551       10.786554
42  NL49553       11.500737
43  NL49556        7.848507
44  NL49557       12.686206
45  NL49561       10.195232
46  NL49570        9.594054
47  NL49572       10.089898
48  NL49573       11.652461
49  NL49701        9.218075
50  NL49703        8.802090
51  NL49704       10.329302
52  NL53001       11.267633
53  NL53004       11.846014
              NL01485    NL01487    NL01488    NL01489    NL01491    NL01494  \
dag                                                                            
2022-05-08   5.720833   5.570833   8.420833   8.366667   6.125000   5.786364   
2022-05-09  10.612500   7.825000  12.290000   9.900000   9.478261  10.359091   
2022-05-10  14.762500  10.987500  10.800000        NaN  10.581818  12.916667   
2022-05-11   9.400000   7.087500  11.587500   7.842857   8.491667   8.683333   
2022-05-12   5.200000   4.354167   7.254167   5.179167   6.330435   8.130435   
2022-05-13   7.720833   6.445833   8.739130   7.745833  10.900000  10.666667   
2022-05-14  11.116667  10.762500  13.166667  12.137500  12.995833  13.937500   
2022-05-15  12.895833  10.608333  13.304167  13.516667  12.030435  12.820833   
2022-05-16  14.545833  10.495833  15.145833  11.958333  11.988889  11.791304   
2022-05-17   8.700000   6.641667   8.712500   8.820833        NaN   9.004348   
2022-05-18  15.004167  11.725000  17.858333  15.212500   9.906250  14.900000   
2022-05-19  14.612500  11.366667  16.158333  13.150000  13.450000  16.479167   
2022-05-20   9.020833   8.245833   9.391667  11.704167  10.187500  11.169565   
2022-05-21   9.433333   6.554167   7.937500   8.704167   8.487500  12.854167   
2022-05-22   9.200000   6.629167   9.945833   9.337500   6.854167   9.558333   
2022-05-23  10.083333   9.758333  11.170833  12.316667   9.704348  12.422727   
2022-05-24   5.300000   3.537500   6.291667   6.000000   4.566667   7.391304   
2022-05-25   7.004167   4.733333   7.912500   6.920833   6.950000   8.425000   
2022-05-26   9.625000   7.695833  11.575000   7.608333   9.600000  12.617391   
2022-05-27   8.216667   5.937500   9.420833   7.358333   7.466667  10.339130   
2022-05-28   6.241667   2.475000   6.137500   4.875000   3.986364   5.691304   
2022-05-29   3.754167   1.683333   5.695833   3.470833   2.925000   2.140909   
2022-05-30   3.841667   2.970833   2.550000   3.395833   1.547619   2.909091   
2022-05-31   9.758333   6.629167   9.713043   8.130435   7.126087   8.100000   
2022-06-01   7.233333   4.612500   7.560870   5.975000   3.541667   5.304762   
2022-06-02   5.929167   3.600000   5.587500   7.545833   2.771429   4.715000   
2022-06-03   7.004167   4.383333   8.191667   5.616667   3.782609   5.638095   
2022-06-04   6.829167   5.287500   8.091667   6.116667   4.162500   5.357143   
2022-06-05  10.829167   8.950000  12.439130  13.104167   8.272727  11.121739   
2022-06-06   6.179167   4.925000   6.829167   5.604167   7.025000   6.572727   
2022-06-07   9.025000   7.600000   9.412500   7.966667   9.941667  11.817391   
2022-06-08  10.662500   6.687500  13.227273   7.445833   5.756522   7.334783   
2022-06-09   8.679167   6.033333   8.545833   5.941667   7.066667   9.279167   
2022-06-10  11.178261   4.804167  15.254167   5.262500   5.182609   6.666667   
2022-06-11  10.454167   7.262500  13.225000   8.200000  10.129167  12.908333   
2022-06-12   8.500000   7.162500  10.020833   8.041667   8.812500  10.056522   
2022-06-13   6.445833   3.950000   8.529167   5.975000   3.977273   6.495652   
2022-06-14   4.487500   3.916667   7.283333   6.620833   4.550000   4.927273   
2022-06-15   8.804167   7.675000  11.216667   8.158333   7.191304   7.481818   
2022-06-16   8.329167   8.237500   9.250000   8.475000   9.010526  10.550000   
2022-06-17  15.970833  12.591667  20.970833  13.734783  12.660870  13.526087   
2022-06-18   8.487500   7.429167   9.950000  10.670833   5.285000   8.482609   
2022-06-19   4.670833   4.512500   4.795833   4.966667   3.450000   4.140000   
2022-06-20   5.350000   4.833333   7.654167   6.525000   4.191667   5.500000   
2022-06-21   6.908333   5.358333   9.216667   9.350000   7.195652   8.495652   
2022-06-22   7.958333   5.491667   7.312500   8.212500   6.431579   6.068182   
2022-06-23  13.745833  13.487500  13.904167  12.520833  13.539130  14.121739   
2022-06-24  12.037500   9.862500  12.558333   9.808333   9.700000  12.512500   
2022-06-25   7.291667   5.058333  10.529167   7.758333   5.822222   6.855000   
2022-06-26   8.304167   8.150000  10.529167   9.412500   7.305000   7.726087   
2022-06-27   8.175000   7.220833   9.004167   7.316667   7.262500   9.422727   
2022-06-28   6.766667   6.283333   8.404167   6.062500   6.157143   6.987500   
2022-06-29   9.575000   9.391667  11.245833   8.270833  10.385714   9.416667   
2022-06-30   8.200000   9.633333   9.416667   9.012500   8.782353  10.886957   
2022-07-01   5.529167   3.933333   5.895833   5.754167   4.863636   6.395652   
2022-07-02  10.695833   4.854167  12.591667   4.595833   5.616667   5.421739   
2022-07-03   5.916667   3.983333   5.791667   4.187500   2.709091   3.973913   
2022-07-04   5.918182   2.783333   5.133333   3.454167   4.317391   5.166667   
2022-07-05   4.733333   2.829167   5.262500   4.083333   2.013043   3.666667   
2022-07-06   4.916667   2.608333   5.487500   4.454167   7.726087   5.204167   
2022-07-07   4.925000   3.754167   7.566667   3.829167   3.483333   4.695833   
2022-07-08   5.912500   3.875000   7.304167   4.562500   6.728571   7.868182   
2022-07-09   4.183333   3.354167   5.637500   4.804167   3.647826   3.566667   
2022-07-10   4.387500   2.662500   5.195833   4.395833   5.112500   5.354167   
2022-07-11   3.158333  -1.178261   1.758333   3.562500   1.870000   2.141667   
2022-07-12  12.304167   5.216667  18.025000   9.862500   8.047619  10.765217   
2022-07-13  12.420833   4.704167  13.618182   8.229167   6.340000   7.566667   
2022-07-14   3.937500  -0.387500   4.625000   4.529167   2.080952   4.987500   
2022-07-15   3.733333  -1.645833   4.121739   3.329167   4.320833   4.704167   
2022-07-16   3.275000   0.112500   4.866667   4.083333   2.116667   3.278261   
2022-07-17   6.175000   1.416667   7.416667   4.770833   5.752381   6.660870   
2022-07-18  12.225000   7.066667  17.308333   9.854167  10.894737  11.000000   
2022-07-19  15.350000  11.995833  17.837500  14.020833  14.478261  15.266667   
2022-07-20  19.225000  14.183333  19.362500  17.525000  15.440909  17.482609   
2022-07-21   9.545833   5.779167   8.800000   8.395833  10.364706   9.522727   
2022-07-22   2.495833  -1.162500   4.770833   3.704167   0.363636   3.214286   
2022-07-23   7.954167   1.720833   7.383333   7.587500   6.175000   7.700000   
2022-07-24  12.137500   4.550000  15.550000   7.783333   9.047619   9.187500   
2022-07-25   7.791667   4.879167   8.663636   6.931818   7.873913   7.868182   
2022-07-26   2.658333  -0.350000   2.991667   3.183333   1.405263   4.181818   
2022-07-27   3.120833  -1.054167   0.916667   1.479167   1.630435   4.286364   
2022-07-28   4.900000  -1.375000   3.395833   1.970833   2.259091   2.765000   
2022-07-29   5.258333   1.662500   5.900000   5.225000   4.877273   4.490909   
2022-07-30   6.425000   2.241667   7.737500   5.879167   5.654545   6.569565   
2022-07-31   7.025000   3.447826   6.834783   6.216667   7.112500   5.627273   
2022-08-01   4.033333   1.058333   4.700000   3.820833   2.953333   6.840909   
2022-08-02   9.254167   2.970833  10.645833   6.566667   6.895652   9.325000   
2022-08-03  11.591667   5.491667  12.200000   9.095833   8.616667  10.841667   
2022-08-04   8.087500   3.420833   7.483333   5.100000   4.229412   6.252174   
2022-08-05   3.633333   1.212500   3.375000   3.841667   1.130769   4.917391   
2022-08-06   4.354167  -0.841667   3.508333   4.358333   0.945000   3.265217   
2022-08-07   5.587500   2.537500   6.558333   6.358333   3.394118   6.400000   
2022-08-08   4.920833   0.833333   5.175000   4.587500   1.305263   4.660870   
2022-08-09   4.108333   0.241667   4.262500   2.508333   2.533333   3.017391   
2022-08-10   6.087500   1.345833   7.208696   3.795833   3.061111   3.868182   
2022-08-11   8.133333   3.804167  10.583333   7.812500   4.220000   7.157895   
2022-08-12   9.650000   6.133333  12.004348   9.175000   5.858824   9.016667   
2022-08-13  10.729167   5.283333   9.783333   8.666667   5.772222   9.586364   
2022-08-14  14.137500   8.745833  11.425000  11.950000   9.747059  12.109091   
2022-08-15  14.091667  11.275000  13.962500  12.650000  11.704167  12.940909   
2022-08-16  23.508333  21.037500  22.563636  20.575000  19.745000  22.933333   
2022-08-17  11.850000   9.829167  11.508333  13.666667  12.460000  14.230435   
2022-08-18   5.400000   0.908333   5.095238   5.033333   4.400000   6.145455   
2022-08-19   8.570833   4.287500  10.468182   7.254167   6.320000   8.709091   
2022-08-20   6.945833   3.575000   9.529167   5.862500   4.794737   8.804545   
2022-08-21  11.920833   2.045833  15.166667   6.529167   4.375000   6.854167   
2022-08-22  10.766667   2.779167  10.170833   8.625000   5.552381   7.443478   
2022-08-23   9.537500   5.487500  10.077273   8.695833   5.500000   8.737500   
2022-08-24  10.266667   4.354167  12.743750   6.525000   6.975000   6.883333   
2022-08-25  17.162500  13.291667  15.365217  13.766667  13.725000  16.283333   
2022-08-26   4.237500  -0.340909   5.016667   3.175000   1.880952   5.131818   
2022-08-27   3.912500   0.916667   5.645833   4.962500   2.927778   4.895833   
2022-08-28   3.766667   0.258333   5.212500   3.795833   1.965000   2.650000   
2022-08-29   4.483333   0.337500   3.987500   4.895833   3.190476   4.472727   
2022-08-30   5.966667  -0.079167   6.583333   3.754167   4.340000   4.552174   
2022-08-31   4.004167  -0.666667   2.837500   3.960870   2.976190   3.277273   
2022-09-01   6.537500   1.950000   7.500000   5.482609   5.750000   5.370833   
2022-09-02  11.041667   2.750000   7.775000   7.475000   6.168750   7.773913   
2022-09-03   9.254167   3.725000   8.309091   8.662500   5.750000   8.104762   
2022-09-04  22.491667  13.245833  24.404545  17.850000  21.775000  22.504167   
2022-09-05  10.079167   7.037500  10.917391   8.575000  10.387500  11.341667   
2022-09-06   6.238462   4.691667  10.854545   6.891667   7.429167   8.386957   
2022-09-07   7.445833   2.979167   6.485714   6.050000   5.425000   7.350000   
2022-09-08   7.808333   1.991667   9.625000   6.166667   4.983333   6.040909   
2022-09-09   9.586957   2.262500  13.941667   5.525000   4.975000   6.018182   
2022-09-10   5.920833   3.308333   6.083333   6.320833   6.008333   6.761905   
2022-09-11  14.558333   1.604167   6.175000   8.845833   5.429167   8.620833   
2022-09-12  13.620833   7.520833  15.766667  14.670833  12.025000  13.537500   
2022-09-13   2.637500   0.241667   3.429167   6.079167   2.900000   3.330435   
2022-09-14   2.300000  -1.666667   2.608333   4.304167   2.895833   2.336364   
2022-09-15   2.465217  -0.758333   3.637500   3.645833   2.779167   2.931818   
2022-09-16   4.525000  -0.291304   4.200000   3.645833   4.125000   5.373913   
2022-09-17   4.350000   0.508333   5.108333   3.129167   4.754167   5.090476   
2022-09-18   4.287500  -0.178261   3.729167   3.195455   3.958333   4.257143   
2022-09-19   4.852174   0.383333   4.608333   4.000000   4.070833   6.842857   
2022-09-20   3.300000  -0.726087   4.183333   3.816667   2.995833   3.563636   
2022-09-21   4.570833   0.845833   7.154167   7.225000   5.187500   4.822727   
2022-09-22  12.120833   6.800000  15.583333   9.758333  10.716667  10.545000   
2022-09-23  18.362500  11.304167  22.820833  14.691667  11.095652  11.583333   
2022-09-24   4.712500   1.900000   7.483333   7.533333   4.512500   3.172727   
2022-09-25   3.054167  -1.291667   3.991667   2.850000   1.720833   3.200000   
2022-09-26   5.087500  -0.417391   5.354167   4.454167   4.304167   2.500000   
2022-09-27   2.779167  -0.769565   3.950000   4.704167   4.204167   3.587500   
2022-09-28   2.370833   0.186957   2.308333   2.729167   1.500000   2.375000   
2022-09-29   6.850000   3.300000  10.033333   9.720833   5.200000   5.944444   
2022-09-30   9.658333   3.608333  12.020833   8.158333   4.033333   6.143478   
2022-10-01   7.204167   2.612500   7.166667   5.633333   5.908333   7.145833   
2022-10-02   6.283333   2.208333   7.775000   5.387500   6.304167   7.095833   
2022-10-03   7.116667   3.095455   9.487500   6.837500   5.295833   6.647826   
2022-10-04  16.575000   6.512500  21.529167  11.712500   8.737500   7.658333   
2022-10-05  10.420833   0.525000  12.750000   5.709091   4.662500   2.558333   
2022-10-06   8.600000   2.183333  10.683333   5.079167   6.304167   9.141667   
2022-10-07  20.120833   4.183333  24.604167   7.179167   8.120833   6.604167   
2022-10-08   4.800000   1.616667   5.708333   5.925000   4.754167   4.937500   
2022-10-09   8.262500   3.933333  12.737500   7.779167   6.504167   3.661111   
2022-10-10   9.737500   4.416667  12.250000   8.677273   7.233333   6.450000   
2022-10-11   4.866667   2.987500   7.927273   9.562500   7.766667   8.354167   
2022-10-12  15.475000   7.962500  19.604167  12.812500  12.570833  12.436364   
2022-10-13  11.754167   5.887500  14.486957  11.133333   8.020833   6.337500   
2022-10-14  11.658333   5.870833  14.016667   9.550000   9.991667   7.291304   
2022-10-15  16.329167   8.512500  19.195833  11.908333  10.812500   6.565217   
2022-10-16  10.062500   3.025000  11.841667   5.883333   6.300000   6.108333   
2022-10-17  11.770833   1.770833  14.579167   7.612500   6.708333   6.383333   
2022-10-18   5.666667   1.866667   5.037500   8.100000   6.433333   6.263636   
2022-10-19   6.333333   0.569565   7.441667   5.029167   6.695833   5.113043   
2022-10-20  11.170833   5.987500  14.095833   9.129167  11.787500   9.586364   
2022-10-21  13.779167   4.450000  18.433333   8.154167   8.795833   5.050000   
2022-10-22   8.879167   4.229167  13.141667   7.112500   8.591667   7.404167   
2022-10-23   8.654167   3.400000  11.545833   7.679167   7.475000   6.213636   
2022-10-24   9.125000   2.154167  10.908333   5.279167   6.700000   5.241667   
2022-10-25   7.508333   2.725000  10.062500   5.558333   7.791667   8.460870   
2022-10-26   9.978261   2.733333  12.558333   6.779167   6.145833   6.439130   
2022-10-27  12.154167   3.962500  18.411111   6.920833   6.766667   7.130435   
2022-10-28  12.958333   9.150000  17.666667  10.850000  13.041667  10.320833   
2022-10-29  15.466667   7.691667  19.720833  11.950000  14.000000  13.287500   
2022-10-30  16.720833  10.145833  20.558333  13.495652  13.579167  12.554167   
2022-10-31  17.187500   8.620833  23.629167  15.079167  13.354167  13.739130   
2022-11-01  15.616667   4.262500  19.275000   6.137500   7.433333   6.470833   
2022-11-02  10.258333   1.808333  12.995833   5.166667   6.254167   6.913636   
2022-11-03   9.741667   2.525000  11.787500   5.540909   5.112500   4.195833   
2022-11-04   3.083333   1.454167   3.995833   6.962500   2.770833   3.640909   
2022-11-05  11.016667   4.495833  13.000000   5.995833   4.495833   6.580000   
2022-11-06  16.612500   3.712500  21.316667   6.020833   5.479167   6.786957   
2022-11-07  16.550000   2.895833  19.262500   6.466667   6.300000   5.320833   
2022-11-08  10.833333   2.945833  15.625000   5.691667   4.633333   2.529167   
2022-11-09  11.170833   1.808333  12.191667   5.333333   5.447826   6.429167   
2022-11-10  11.404167   2.766667  12.116667   7.554167   8.647826   8.473913   
2022-11-11  23.350000  10.450000  27.062500  14.354167  13.179167  10.905000   
2022-11-12  21.200000  13.841667  22.487500  19.470833  22.000000  19.035000   
2022-11-13  19.795833  12.120833  18.166667  21.087500  16.783333  17.990476   
2022-11-14  25.758333  19.337500  22.258333  24.025000  24.875000  23.055000   
2022-11-15  12.875000   8.241667  14.283333  10.816667  13.333333  10.072727   
2022-11-16   6.833333   3.004167   9.970833   6.295833   6.033333   4.908696   
2022-11-17   5.108333   1.054167   6.725000   4.075000   2.866667   4.061111   
2022-11-18  10.820833   5.720833  10.383333   8.433333   8.237500   8.578947   
2022-11-19  14.912500   5.558333  11.445833  13.587500  14.755556   9.577778   
2022-11-20  20.866667  14.879167  21.200000  21.922727        NaN  17.294118   
2022-11-21  15.208333  10.575000  14.420833  15.454167        NaN  14.180952   
2022-11-22   8.295833   4.033333   8.679167   5.262500   5.764286   4.770833   
2022-11-23  15.258333   4.941667  21.266667   7.112500   7.733333   5.377273   
2022-11-24  13.587500   3.950000  15.666667   7.495833   7.575000   6.733333   
2022-11-25  14.020833   4.087500  14.945833   6.950000   6.429167   7.650000   
2022-11-26  20.920833   8.383333  23.741667  10.825000  10.741667   8.872727   
2022-11-27  12.016667   3.600000  10.943478   6.754167   7.041667   6.939130   
2022-11-28  16.654167  10.037500  17.075000  15.020833  13.420833   8.979167   
2022-11-29   8.970833   5.354167   9.408333  15.487500  10.995833  10.181818   
2022-11-30  16.050000  12.229167  17.225000  17.962500  18.495833  15.045455   
2022-12-01  21.800000  19.213636  23.266667  24.962500  24.575000  21.650000   
2022-12-02  28.029167  26.045833  28.866667  27.395833  28.645833  26.180952   
2022-12-03  23.158333  20.862500  21.833333  22.908333  22.420833  23.137500   
2022-12-04  24.534783  23.116667  24.391667  25.033333  24.287500  23.065217   
2022-12-05  10.609091   8.841667  10.079167   9.604167  10.129167   7.486364   
2022-12-06   2.354167   3.658333   4.095833   5.016667   2.418182   2.108333   
2022-12-07   2.600000   2.841667   3.483333   4.062500   2.576471   1.941667   
2022-12-08   5.886957   4.970833   6.425000   7.479167   6.862500   4.904167   
2022-12-09  23.383333  17.704167  22.004545  20.963636  19.075000  16.887500   
2022-12-10  31.391667  17.933333  30.945833  24.325000  23.512500  20.287500   
2022-12-11  21.212500  19.212500  22.720833  20.908333  20.804167  19.166667   
2022-12-12  33.083333  25.154545  43.512500  25.877273  25.791667  25.920833   
2022-12-13  31.516667  25.541667  35.600000  30.250000  26.620833  30.808333   
2022-12-14  17.933333  23.708333  18.887500  22.454167  20.462500  19.654167   
2022-12-15   3.900000   8.229167   5.179167  15.991667   4.294444   5.621739   
2022-12-16   6.266667  11.270833   6.550000  13.412500  14.823077  11.691667   
2022-12-17  43.820833  34.054167  48.083333  37.518182  34.883333  37.766667   
2022-12-18  31.183333  25.404167  40.345833  28.550000  26.370833  27.641667   
2022-12-19  15.420833  11.154167  21.845833  12.095455   8.483333   8.220833   
2022-12-20  11.137500   9.545833  16.604167   8.233333   7.929167   5.587500   
2022-12-21  18.779167  11.262500  15.675000  11.933333  11.270833   6.936364   
2022-12-22  11.008333  10.154167        NaN  11.229167  12.812500   9.775000   
2022-12-23   7.704167   5.766667   7.364286   6.208333   8.741667   7.050000   
2022-12-24  11.895833  11.200000  13.637500  11.016667  15.138889  11.141667   
2022-12-25  15.966667  12.116667  18.554167  11.566667  12.578571  14.200000   
2022-12-26   8.779167   5.625000   7.004167   6.020833   6.237500   9.662500   
2022-12-27  12.087500   7.358333  14.037500   6.666667   6.789474  11.058333   
2022-12-28  12.670833   5.691667  14.511111   3.883333   8.040000   3.891667   
2022-12-29  10.191667   7.929167        NaN   6.133333  12.042857   5.504167   
2022-12-30  11.333333   7.554167   9.647059   5.879167   7.516667   6.333333   
2022-12-31  12.395833   8.762500  10.426087   8.479167   9.675000   7.882609   

              NL49573    NL49701    NL49703    NL49704    NL53001    NL53004  
dag                                                                           
2022-01-01   8.345833  12.379167  11.341667  13.908333   9.808333  13.425000  
2022-01-02   7.850000   5.645833   7.325000   8.437500   8.116667   9.550000  
2022-01-03  10.795833   7.958333   6.020833   7.250000   4.920833   9.791667  
2022-01-04   5.587500   4.862500   2.800000   4.229167   3.345833   9.395833  
2022-01-05  14.733333   7.204167   5.533333   6.450000   4.750000   8.620833  
2022-01-06   9.779167   7.108333   5.455556   8.925000   7.378261  10.463636  
2022-01-07   8.612500   6.637500   5.328571   6.758333   9.541667  10.716667  
2022-01-08   7.183333   5.433333   4.262500   6.416667   8.329167   9.537500  
2022-01-09  11.033333   7.445455   6.158333   7.304167   6.654167   9.766667  
2022-01-10  20.662500  25.100000  15.933333  21.808333  23.787500  22.637500  
2022-01-11  21.909091  18.945833  20.021739  22.308333  21.158333  22.250000  
2022-01-12   7.008333  13.591667   8.279167  13.850000  25.456522  24.425000  
2022-01-13   6.378261  10.187500   7.775000  12.000000  22.945833  18.225000  
2022-01-14   7.825000   7.779167   7.712500  10.766667  28.512500  23.758333  
2022-01-15  21.100000  16.775000  15.900000  19.375000  39.220833  25.379167  
2022-01-16  16.841667  14.645833  13.891667  18.125000  35.379167  33.183333  
2022-01-17  10.250000   7.954167   6.895833   9.266667  14.191667  12.233333  
2022-01-18   4.430435   8.016667   4.050000   9.533333  21.025000  16.283333  
2022-01-19  10.620833  12.958333   8.700000  12.779167  22.112500  24.566667  
2022-01-20  11.458333   4.883333   5.504167   6.283333   6.475000  10.029167  
2022-01-21   8.858333   2.883333   4.641667   5.208333   8.450000  10.308696  
2022-01-22   6.795833   3.983333   5.025000   5.179167  17.004167  14.750000  
2022-01-23   8.500000   7.191667   7.562500  10.354167  20.804167  20.354167  
2022-01-24  34.616667  25.979167  27.354167  28.300000  30.733333  29.308333  
2022-01-25  31.287500  27.770833  27.639130  28.079167  46.712500  43.325000  
2022-01-26  21.891667  22.779167  22.675000  23.629167  40.187500  45.391667  
2022-01-27  12.341667   8.308333   9.120833   9.575000  14.020833  16.766667  
2022-01-28  10.266667   6.409524   8.304545   8.070833  16.166667  16.026316  
2022-01-29  13.333333   5.866667   6.183333   9.516667  11.654167  13.762500  
2022-01-30  17.554167   8.654167  14.229167  10.837500  10.127273  10.445833  
2022-01-31  22.433333   9.791667  10.070000  11.078571  11.258333  14.658333  
2022-02-01  13.595833   6.045833   8.395833  12.016667   8.541667   9.800000  
2022-02-02  17.375000  10.133333   9.700000  12.020833   6.781818  10.837500  
2022-02-03   6.313043   6.287500   5.479167   7.254167  13.641667  14.854167  
2022-02-04   8.433333   4.541667   3.873913   5.371429   8.979167  12.875000  
2022-02-05  12.833333   5.954167   7.579167        NaN   8.970833  12.037500  
2022-02-06  16.083333   6.408333   4.570833        NaN   5.487500   8.683333  
2022-02-07  15.604167   7.083333   8.141667   8.900000   7.358333  11.281818  
2022-02-08   9.626087   6.158333   6.466667   6.170833   8.275000  10.937500  
2022-02-09   7.808333   6.895833   5.137500   7.083333   8.708333  11.154167  
2022-02-10   5.079167   4.866667   5.187500   6.620000  11.741667  14.604167  
2022-02-11  14.137500   7.612500   5.620833   8.286957  13.841667  10.241667  
2022-02-12  13.495833  10.137500  11.791667  16.770833  17.791667  16.562500  
2022-02-13  16.212500   9.891667  11.295833  13.733333  12.804167  15.050000  
2022-02-14   9.841667   5.766667   6.029167   6.454167   6.033333  10.870833  
2022-02-15   7.191667   4.850000   5.166667   5.716667   7.170833   8.400000  
2022-02-16  10.400000   6.191667   6.570833   5.870833   5.837500   9.850000  
2022-02-17  21.095833   7.775000   8.478261  15.512500  10.470833  12.445833  
2022-02-18  11.046667   7.050000   7.220833   8.662500   8.637500  10.708333  
2022-02-19  14.311111   5.275000   7.737500   7.043750   6.216667   9.670833  
2022-02-20  13.323529   5.462500   7.120833   4.554545   8.933333   9.545833  
2022-02-21  26.392308   8.020833   7.650000  11.475000   7.270833  10.429167  
2022-02-22  13.658333   9.137500   8.862500  11.058333   9.687500  14.966667  
2022-02-23  11.816667   6.866667   5.627273   9.233333  11.033333  12.158333  
2022-02-24   9.491667   4.341667   3.757143   6.720833   8.375000  10.104167  
2022-02-25  12.186957   5.916667   6.708333   7.962500  10.529167  10.325000  
2022-02-26  13.866667   8.408333   7.953333  13.341667  15.900000  15.387500  
2022-02-27  13.433333  10.804167        NaN  12.600000  15.856522  17.320833  
2022-02-28  17.104167  10.962500  13.444444  15.658333  17.758824  15.691667  
2022-03-01  30.039130  24.037500  25.577273  29.066667  28.020833  28.212500  
2022-03-02  34.045833  24.825000  28.895833  29.579167  27.412500  25.487500  
2022-03-03  33.587500  18.983333  21.287500  24.454167  27.679167  26.495833  
2022-03-04  33.025000  17.900000  18.425000  19.291667  23.208333  25.937500  
2022-03-05  26.437500  19.254167  21.479167  21.520833  30.829167  31.116667  
2022-03-06  13.258333  10.066667  10.345833  12.320833  21.287500  21.966667  
2022-03-07  17.187500   6.870833   7.954167  10.350000  15.180952  14.723810  
2022-03-08  19.270833  11.962500  10.533333  14.908333  16.881818  14.933333  
2022-03-09  26.516667  23.958333  21.804348  24.516667  26.327273  25.491667  
2022-03-10  29.430435  25.770833  23.750000  27.012500  28.377273  30.358333  
2022-03-11  23.245833  16.408333  17.016667  18.504167  11.466667  16.787500  
2022-03-12  13.883333   9.708333   9.604167  10.508333   6.300000  11.345833  
2022-03-13  12.791667  10.237500   9.826087  10.750000   8.465000   9.720833  
2022-03-14   9.745833   7.737500   7.304167   8.291667  10.339130  12.770833  
2022-03-15  24.663636  14.625000  13.775000  18.620833  15.770000  16.750000  
2022-03-16  21.808333  15.175000  14.566667  16.970833  19.094737  22.104167  
2022-03-17   9.300000   8.095833   7.062500   8.008333  10.461905  12.479167  
2022-03-18  11.778261  10.587500  11.250000  12.970833  12.381818  14.025000  
2022-03-19  14.979167   7.287500   7.747826   9.195833  15.514286  12.854167  
2022-03-20  29.679167  24.250000  25.783333  28.112500  30.090909  26.045833  
2022-03-21  39.900000  29.929167  33.195833  32.270833  32.728571  36.287500  
2022-03-22  46.125000  32.083333  28.300000  35.041667  23.028571  31.129167  
2022-03-23  36.665217  32.308333  29.066667  34.279167  37.080952  35.641667  
2022-03-24  47.129167  35.995833  37.987500  40.100000  37.631818  32.795833  
2022-03-25  40.954167  34.316667  35.258333  37.412500  34.078261  39.082609  
2022-03-26  43.854167  31.217391  32.783333  33.366667  25.266667  26.962500  
2022-03-27   8.000000   6.200000   7.104167   7.975000  12.800000  10.475000  
2022-03-28  14.375000   9.863636  12.829167   9.825000  23.015789  16.270833  
2022-03-29  19.758333  16.741667  18.158333  19.112500  30.195455  27.170833  
2022-03-30   9.828571   6.250000   7.895833   6.095833  17.739130  15.695238  
2022-03-31   4.191667   3.433333   2.341667   4.545833   7.778261   6.675000  
2022-04-01   5.773913   4.666667   2.466667   4.975000   6.410526   8.200000  
2022-04-02   6.133333   4.266667   4.270833   4.179167   5.425000   7.662500  
2022-04-03   3.987500   4.658333   3.583333   3.900000   7.260000   7.141667  
2022-04-04  13.783333   6.925000   6.279167   7.529167  10.852632  11.287500  
2022-04-05   8.100000   6.233333   5.404167   6.158333   7.804167   9.337500  
2022-04-06  12.134783   6.758333   6.816667   8.183333   6.975000   9.245833  
2022-04-07  19.295652   6.050000   5.775000   9.408333   6.087500   7.734783  
2022-04-08   8.316667   6.041667   6.525000   5.229167   9.529412   7.950000  
2022-04-09   8.895833   4.295833   6.220833   4.875000   7.410526   8.579167  
2022-04-10   9.433333   4.479167   3.625000   4.504167  12.068421   8.545833  
2022-04-11  20.245833  11.537500   9.925000  13.841667  13.808333  15.975000  
2022-04-12  17.429167  12.812500  12.952632  13.104167  12.145455  16.875000  
2022-04-13  11.250000  10.233333   8.362500   9.570833  21.700000  14.895833  
2022-04-14  13.325000  12.270833   8.513043  13.020833  20.604348  16.708333  
2022-04-15  10.191667   6.141667   7.775000  11.550000  19.437500  15.020833  
2022-04-16  20.337500   9.083333  13.592308  10.392857  16.977273  15.233333  
2022-04-17  18.237500  10.758333  10.921739  13.968182   9.759091  11.995833  
2022-04-18  15.479167  12.683333  13.391667  11.575000   8.857895  13.779167  
2022-04-19  23.933333  13.533333  12.933333  15.369565  16.387500  14.387500  
2022-04-20  14.858333   6.304167   8.325000   7.212500   8.860870   9.320833  
